-0.809888986	-0.581391546	-0.07786977	4	4	4	4	4	4	4
-0.44625884	0.892909021	0.059720421	3	3	3	3	3	3	3
-0.635763506	-0.191978789	-0.747628858	6	6	6	6	6	6	6
-0.423234058	0.873834744	-0.239344463	3	3	3	3	10	10	10
-0.807163077	0.587124909	-0.06141749	3	3	3	3	3	3	3
-0.672974808	-0.486465941	-0.557185603	8	8	8	8	8	8	8
-0.854972003	-0.482624303	0.189991198	4	4	4	4	4	4	4
-0.624153671	0.704071145	-0.33869753	10	10	10	10	10	10	10
-0.724010123	0.667294709	-0.174720098	3	3	3	10	10	10	10
-0.902472763	-0.429012224	-0.038618951	4	4	4	4	4	4	4
-0.573059092	-0.181588125	-0.799142684	6	6	6	6	6	6	6
-0.723476165	0.610566429	0.322165912	3	3	3	3	3	3	3
-0.441645766	0.897177321	0.004676737	3	3	3	3	3	3	3
-0.716214882	0.523826591	0.461131159	3	3	3	9	9	9	9
-0.637474598	-0.638764065	-0.430820851	8	8	8	8	8	8	8
-0.482794265	-0.457624414	-0.746652257	8	8	8	8	8	8	8
-0.668893231	0.470295523	0.575676963	3	9	9	9	9	9	9
-0.791507094	0.24325867	0.560661876	5	5	5	5	5	5	5
-0.893349867	0.270094241	0.359131057	5	5	5	5	5	5	5
-0.566908234	-0.588593734	-0.576344056	8	8	8	8	8	8	8
-0.402454457	-0.807733876	-0.430809002	2	2	2	2	2	2	2
-0.947416407	-0.260408163	-0.185983174	4	4	4	4	4	4	4
-0.48468548	-0.279975425	0.828669866	1	1	1	1	1	1	1
-0.608477275	-0.544669416	-0.577140046	8	8	8	8	8	8	8
-0.78183623	-0.534429874	0.321118076	4	4	4	7	7	7	7
-0.555488253	0.33616388	-0.760543652	10	10	10	10	6	6	6
-0.900770109	0.331545363	0.280518952	5	5	5	5	5	5	5
-0.991481266	0.118310671	0.054474613	5	5	5	5	5	5	5
-0.924174012	-0.104176867	-0.36749092	6	6	6	6	6	6	6
-0.711612707	-0.695304614	-0.100791111	2	2	2	2	2	2	2
-0.495499189	-0.80402557	-0.328669192	2	2	2	2	2	2	2
-0.637507581	-0.63178333	0.440946604	7	7	7	7	7	7	7
-0.434206494	-0.779898082	-0.450803396	2	2	2	2	2	2	2
-0.692188778	-0.589945504	-0.415739098	8	8	8	8	8	8	8
-0.814842529	-0.527781514	0.239746378	4	4	4	4	4	7	7
-0.611162015	-0.391704521	-0.687785257	8	8	8	8	8	8	8
-0.497049222	-0.625304406	-0.601611562	8	8	8	8	8	8	8
-0.636758347	-0.601081692	0.482948865	7	7	7	7	7	7	7
-0.863107002	-0.497719679	-0.085565321	4	4	4	4	4	4	4
-0.523133356	-0.558137403	-0.644060658	8	8	8	8	8	8	8
-0.901682695	-0.432189773	-0.013428252	4	4	4	4	4	4	4
-0.755597617	-0.594360418	-0.275332409	2	2	2	2	2	2	2
-0.617340351	-0.510686109	0.598406709	7	7	7	7	7	7	7
-0.610010937	-0.338583356	0.716413266	1	1	1	1	1	1	1
-0.484979066	-0.518499011	-0.704240073	8	8	8	8	8	8	8
-0.773039126	-0.513741821	-0.372128809	8	8	8	8	8	8	8
-0.659932975	-0.159476466	0.734204144	1	1	1	1	1	1	1
-0.641882308	-0.758040839	0.115590614	4	2	2	2	2	2	2
-0.362365564	0.91429536	0.180983957	3	3	3	3	3	3	3
-0.290730439	0.885836975	-0.361619503	3	10	10	10	10	10	10
-0.257587612	0.784310339	-0.564363282	10	10	10	10	10	10	10
-0.245217098	0.796951427	-0.552029889	10	10	10	10	10	10	10
-0.541045795	0.840894975	0.012848703	3	3	3	3	3	3	3
-0.387709595	0.90854813	0.155632789	3	3	3	3	3	3	3
-0.521632577	0.791189426	0.319247155	3	3	3	3	3	3	3
-0.465364926	0.789421709	0.400310944	3	3	3	3	3	3	3
-0.927703383	0.004476046	0.373291305	5	5	5	5	5	5	5
-0.842217854	-0.401014317	-0.360356218	8	8	8	8	4	4	4
-0.825623067	-0.029177452	-0.563467149	6	6	6	6	6	6	6
-0.81853734	0.48616591	-0.306005444	10	10	10	10	10	10	10
-0.810291968	0.431090517	0.396973416	3	5	5	5	5	5	5
-0.605462972	0.409507437	-0.682435527	10	10	10	10	10	10	10
-0.655705419	0.719321666	0.229405196	3	3	3	3	3	3	3
-0.574351703	0.706128315	0.414129116	3	3	3	3	3	3	3
-0.686112036	0.320330203	0.65317596	9	9	9	9	9	9	9
-0.582611101	0.460831555	0.66947635	9	9	9	9	9	9	9
-0.419479177	-0.26233776	-0.869031714	6	6	6	6	6	6	6
-0.619683103	0.722513014	-0.306541671	10	10	10	10	10	10	10
-0.572681947	-0.45375766	0.682744003	7	7	7	7	7	7	7
-0.421190971	-0.393779275	-0.817028793	8	8	8	8	8	8	8
-0.670841393	0.507771421	-0.540499777	10	10	10	10	10	10	10
-0.632923274	-0.030474082	-0.773614542	6	6	6	6	6	6	6
-0.696306995	-0.0710225	-0.714221515	6	6	6	6	6	6	6
-0.916365579	0.398347422	0.039918123	3	3	5	5	5	5	5
-0.929017587	-0.36449262	0.063807934	4	4	4	4	4	4	4
-0.897217993	0.120307146	-0.424883589	10	6	6	6	6	6	6
-0.829073489	0.536309145	-0.158144397	3	10	10	10	10	10	10
-0.769090942	0.333492327	-0.545235721	10	10	10	10	10	10	10
-0.669884081	-0.477110608	-0.568876776	8	8	8	8	8	8	8
-0.992724959	-0.086987449	0.083248662	4	5	5	5	4	4	4
-0.840307105	-0.089944768	-0.534596958	6	6	6	6	6	6	6
-0.856219922	-0.112042499	0.504315302	5	5	5	5	5	5	5
-0.838065576	0.538418312	0.088044377	3	3	3	3	3	3	3
-0.660466046	-0.556275704	-0.504323253	8	8	8	8	8	8	8
-0.757460403	0.140414878	-0.637602855	10	6	6	6	6	6	6
-0.464375401	0.049592	-0.884248902	6	6	6	6	6	6	6
-0.445116122	-0.239519002	-0.862845458	6	6	6	6	6	6	6
-0.852838933	-0.518274296	-0.063698572	4	4	4	4	4	4	4
-0.762872542	-0.273179227	0.586002214	5	7	7	7	7	7	7
-0.62037236	-0.761042732	0.189610378	4	4	2	2	2	7	7
-0.667211365	0.232829814	0.707544537	9	9	9	9	9	9	9
-0.773172285	-0.141371744	0.618238342	5	5	1	1	1	1	1
-0.663221097	-0.095945554	-0.74224809	6	6	6	6	6	6	6
-0.624066402	0.097806405	-0.775225795	10	6	6	6	6	6	6
-0.905264599	-0.122964497	-0.406664159	6	6	6	6	6	6	6
-0.449992422	0.612970979	0.649440835	3	9	9	9	9	9	9
-0.633067556	-0.551494983	-0.543211519	8	8	8	8	8	8	8
-0.981811552	-0.17833205	-0.06514412	4	4	4	4	4	4	4
-0.678209509	0.725376129	-0.117734165	3	3	3	3	3	3	3
-0.438277109	0.122786627	0.890413736	9	9	9	9	1	1	1
-0.778185401	0.534573884	-0.3296335	10	10	10	10	10	10	10
-0.865756106	-0.500180225	-0.016914706	4	4	4	4	4	4	4
-0.440393558	-0.462538218	0.769488083	7	7	7	1	1	1	1
-0.582631063	-0.125484462	-0.802991092	6	6	6	6	6	6	6
-0.897888697	0.08882216	0.431168774	5	5	5	5	5	5	5
-0.776451408	-0.199935932	-0.597619305	6	6	6	6	6	6	6
-0.620452992	0.578974608	0.528986283	3	3	9	9	9	9	9
-0.792256834	0.537456482	0.288911126	3	3	3	3	3	3	3
-0.706966075	-0.616705109	0.346227929	4	4	7	7	7	7	7
-0.823253261	-0.539452462	-0.176762862	2	4	4	4	4	4	4
-0.630641236	-0.490450621	0.601456416	7	7	7	7	7	7	7
-0.806230947	-0.584252995	-0.092952128	4	4	4	4	4	4	4
-0.678122376	-0.113029206	0.726205509	5	1	1	1	1	1	1
-0.667777077	0.724719622	-0.169868317	3	3	3	3	10	10	10
-0.469626494	-0.481653595	-0.73990592	8	8	8	8	8	8	8
-0.819517295	-0.557386357	-0.133085887	4	4	4	4	4	4	4
-0.952106917	-0.223721691	0.208425102	4	4	4	4	4	4	4
-0.654012388	-0.250063891	0.713957875	1	1	1	1	1	1	1
-0.483223856	-0.590565264	0.646318323	7	7	7	7	7	7	7
-0.553196948	-0.83294953	-0.012969862	2	2	2	2	2	2	2
-0.471849499	-0.815059858	-0.336207492	2	2	2	2	2	2	2
-0.685636903	-0.727184569	0.033236131	2	2	2	2	2	2	2
-0.455169244	-0.523891314	-0.719971424	8	8	8	8	8	8	8
-0.863330727	-0.504630825	-0.002790425	4	4	4	4	4	4	4
-0.545192608	-0.829559119	0.120816751	2	2	2	2	2	2	2
-0.476088229	-0.841995537	0.253739068	4	7	7	7	7	7	7
-0.723589706	-0.626804911	-0.289021696	2	2	2	2	2	2	2
-0.777736511	-0.466231706	-0.421608723	8	8	8	8	8	8	8
-0.649960347	0.756847415	-0.068800711	3	3	3	3	3	3	3
-0.617368486	-0.680655124	-0.39441698	8	2	2	2	2	2	2
-0.785806534	0.167125884	-0.59546371	10	10	6	6	6	6	6
-0.538460241	0.822789427	0.181873931	3	3	3	3	3	3	3
-0.458128621	0.012942093	0.88879169	9	9	1	1	1	1	1
-0.467766291	0.569927087	-0.675557408	10	10	10	10	10	10	10
-0.849450292	-0.137190787	0.509522217	5	5	5	5	5	5	5
-0.742473854	-0.487196688	-0.459752068	8	8	8	8	8	8	8
-0.947174508	-0.31903679	0.032802117	4	4	4	4	4	4	4
-0.43855955	-0.882281522	-0.171011215	2	2	2	2	2	2	2
-0.886892037	-0.421822961	-0.188382334	4	4	4	4	4	4	4
-0.671227265	0.255494356	-0.695827991	10	10	10	6	6	6	6
-0.450805666	0.704789323	0.547764786	3	3	3	9	9	9	9
-0.474014018	0.762983106	-0.439508236	10	10	10	10	10	10	10
-0.783781383	-0.479319818	-0.394891448	8	8	8	8	8	8	8
-0.969434354	-0.24364143	-0.028911722	4	4	4	4	4	4	4
-0.53054326	-0.380634545	-0.757391044	8	8	8	8	8	8	8
-0.710991892	-0.62050552	-0.33085258	2	2	2	2	2	2	2
-0.571204199	0.546992687	-0.611984284	10	10	10	10	10	10	10
-0.750051906	0.41209359	-0.517301665	10	10	10	10	10	10	10
-0.777860193	0.125947532	0.615687209	5	5	5	5	5	5	5
-0.504987179	0.269496489	0.81997536	9	9	9	9	9	9	9
-0.473361958	-0.284967749	0.833499753	1	1	1	1	1	1	1
-0.621405588	0.102079564	0.776810696	9	9	9	9	9	1	1
-0.510128002	0.217768964	0.832073374	9	9	9	9	9	9	9
-0.572485808	-0.396964075	0.717411683	7	7	7	7	1	1	1
-0.28502906	-0.229804245	0.930563509	1	1	1	1	1	1	1
-0.582693651	-0.15188837	0.798372114	1	1	1	1	1	1	1
-0.399773519	-0.491737168	0.773547472	7	7	7	7	1	1	1
-0.491207523	-0.053274113	0.869411892	9	1	1	1	1	1	1
-0.758006425	0.616028198	0.214325729	3	3	3	3	3	3	3
-0.435723466	0.119884342	0.892060988	9	9	9	9	1	1	1
-0.314901101	-0.161329368	0.935312852	1	1	1	1	1	1	1
-0.347468387	-0.259112116	0.901180687	1	1	1	1	1	1	1
-0.45912054	-0.159720346	0.873898015	1	1	1	1	1	1	1
-0.62693118	-0.09496466	0.773265161	1	1	1	1	1	1	1
-0.484304247	-0.526545672	0.698712424	7	7	7	7	7	7	7
-0.42103822	-0.339219822	0.841223353	1	1	1	1	1	1	1
-0.792303191	-0.460072304	0.400735734	4	4	7	7	7	7	7
-0.67937597	-0.000148857	0.733790344	9	9	1	1	1	1	1
